DATE,MST,Global CM22 Vent [W/m^2],Deck Dry Bulb Temp [deg C],Deck RH [%],Station Pressure [mBar],Precipitable Water Vapor [cm],500nm Aerosol Optical Depth
7/23/2011,16:08,319.4,31.44,13.53,819.08,1.35651,0.81033
7/23/2011,16:09,266.36,31.44,14.29,819.1,1.38475,1.01320
7/23/2011,16:10,265.05,31.43,15.43,819.08,1.36984,1.00182
7/23/2011,16:11,229.25,31.4,14.9,819.09,1.47352,1.18422
7/23/2011,16:12,188.86,31.37,14.68,819.09,1.46095,1.52195
7/23/2011,16:13,180.54,31.34,15.57,819.09,1.41662,1.58460
7/23/2011,16:14,171.32,31.27,14.73,819.15,1.50064,1.68324
7/23/2011,16:15,155.76,31.21,15,819.12,1.40412,2.03668
7/23/2011,16:16,152.21,31.16,14.8,819.12,1.35642,2.26487
7/23/2011,16:17,154.81,31.13,14.33,819.14,1.55963,2.29699
7/23/2011,16:18,162.63,31.13,14.45,819.12,-6999,2.10674
7/23/2011,16:19,171.07,31.16,15.71,819.14,1.17096,1.94442
7/23/2011,16:20,177.67,31.21,15.62,819.14,1.17335,1.82471
7/23/2011,16:21,172.49,31.23,15.5,819.18,1.26065,2.02292
7/23/2011,16:22,167.77,31.22,15.43,819.18,1.28979,2.24704
7/23/2011,16:23,165.67,31.18,16.25,819.19,1.73430,2.36613
7/23/2011,16:24,163.17,31.1,16.61,819.2,1.73706,2.60149
7/23/2011,16:25,160.63,31.02,16.29,819.18,1.94806,3.01011
7/23/2011,16:26,158.45,30.99,16.68,819.16,1.70310,3.16764
7/23/2011,16:27,155.31,30.95,16.77,819.14,-6999,3.40737
7/23/2011,16:28,152.43,30.87,17.3,819.16,-6999,4.04304
7/23/2011,16:29,150.32,30.77,16.84,819.15,2.25961,9.64923
7/23/2011,16:30,150.33,30.72,17.19,819.19,2.18270,9.59594
7/23/2011,16:31,153.63,30.67,17.4,819.19,1.13000,3.51225
7/23/2011,16:32,164.92,30.62,17.59,819.18,1.51580,2.34510
7/23/2011,16:33,187.66,30.58,17.35,819.18,1.52584,1.74322
7/23/2011,16:34,242.25,30.56,17.75,819.16,1.57990,1.13636
7/23/2011,16:35,361.62,30.53,18.4,819.15,1.53904,0.63381
7/23/2011,16:36,432.35,30.48,17.44,819.16,1.56184,0.42433
7/23/2011,16:37,504.65,30.49,17.66,819.12,1.58884,0.30910
7/23/2011,16:38,546.36,30.55,17.92,819.11,1.57137,0.24708
7/23/2011,16:39,549.75,30.64,17.68,819.08,1.57425,0.21666
7/23/2011,16:40,544.08,30.76,17.61,819.08,1.58859,0.21058
7/23/2011,16:41,552.16,30.87,18.74,819.09,1.60072,0.18828
7/23/2011,16:42,545.8,30.96,18.74,819.09,1.60123,0.18862
7/23/2011,16:43,451.44,31.05,16.83,819.08,1.67140,0.31444
7/23/2011,16:44,531.2,31.15,16.41,819.08,1.66430,0.20010
7/23/2011,16:45,515.94,31.23,17.07,819.09,1.68547,0.21736
7/23/2011,16:46,483.62,31.31,17.95,819.1,1.71134,0.25884
7/23/2011,16:47,460.7,31.35,19.18,819.11,1.72765,0.29000
7/23/2011,16:48,439.69,31.35,18.75,819.09,1.76601,0.31230
7/23/2011,16:49,401.66,31.32,18.31,819.1,1.79519,0.37857
7/23/2011,16:50,325,31.29,18.4,819.1,1.88381,0.56422
7/23/2011,16:51,285.84,31.25,19,819.08,1.92303,0.70980
7/23/2011,16:52,253.63,31.2,19.28,819.09,1.90177,0.86751
7/23/2011,16:53,206.42,31.13,18.85,819.12,2.03387,1.38952
7/23/2011,16:54,204.82,31.06,17.51,819.1,1.83979,1.52464
7/23/2011,16:55,228.24,31.02,17.2,819.13,1.76887,1.13491
7/23/2011,16:56,223.9,31,17.65,819.14,2.02528,1.19031
7/23/2011,16:57,225.65,30.98,17.26,819.15,2.00191,1.20479
7/23/2011,16:58,229.89,30.96,17.27,819.19,2.01062,1.14915
7/23/2011,16:59,247.66,30.95,17.64,819.14,1.97734,0.98598
7/23/2011,17:00,297.88,30.93,18.83,819.17,1.89776,0.68773
7/23/2011,17:01,352.61,30.9,18.88,819.16,1.93474,0.50589
7/23/2011,17:02,372.87,30.87,17.06,819.13,1.96741,0.43191
7/23/2011,17:03,369.5,30.9,16.86,819.14,1.96797,0.41761
7/23/2011,17:04,431.86,30.93,16.78,819.18,1.93151,0.27532
7/23/2011,17:05,443.01,30.98,17.2,819.18,1.95185,0.23436
7/23/2011,17:06,381.78,31.02,18.68,819.18,1.98526,0.29486
7/23/2011,17:07,232.54,31.03,19.45,819.18,2.45206,0.79394
7/23/2011,17:08,216.65,31.02,18.47,819.2,2.12790,0.74571
7/23/2011,17:09,217.71,31.01,19.18,819.19,2.23459,0.71006
7/23/2011,17:10,334.78,30.95,17.9,819.19,1.94749,0.31554
7/23/2011,17:11,367.95,30.91,16.85,819.2,2.00569,0.23971
7/23/2011,17:12,206.99,30.93,17.58,819.19,2.02471,0.63029
7/23/2011,17:13,114.44,30.92,18.31,819.2,-6999,1.85449
7/23/2011,17:14,147.69,30.9,17.97,819.2,-6999,0.92522
7/23/2011,17:15,280.25,30.87,18.4,819.2,2.02199,0.34887
7/23/2011,17:16,327.72,30.83,18.91,819.2,2.00388,0.24188
7/23/2011,17:17,319.15,30.79,19.17,819.2,1.93739,0.24461
7/23/2011,17:18,321.06,30.78,18.91,819.2,2.05068,0.22420
7/23/2011,17:19,101.43,30.79,18.72,819.2,3.17775,1.22560
7/23/2011,17:20,302.3,30.8,17.87,819.18,1.72428,0.23774
7/23/2011,17:21,335.92,30.83,18.14,819.2,2.04761,0.17413
7/23/2011,17:22,341.65,30.87,18.72,819.2,2.05487,0.16078
7/23/2011,17:23,338.28,30.86,19.12,819.2,2.08034,0.16074
7/23/2011,17:24,333.56,30.85,18.49,819.2,2.08960,0.16229
7/23/2011,17:25,329.18,30.86,18.6,819.2,2.10895,0.16335
7/23/2011,17:26,262.53,30.85,19.39,819.2,2.12809,0.25421
7/23/2011,17:27,84.123,30.83,18.63,819.2,77.66913,1.64581
7/23/2011,17:28,82.443,30.81,18.27,819.2,2.71163,1.96981
7/23/2011,17:29,84.587,30.77,17.1,819.2,-6999,1.86204
7/23/2011,17:30,94.97,30.76,16.99,819.21,-6999,1.26006
7/23/2011,17:31,224.7,30.74,17.21,819.22,1.96525,0.33479
7/23/2011,17:32,260.17,30.73,17.14,819.22,2.20386,0.25325
7/23/2011,17:33,286.58,30.74,17.16,819.22,2.18794,0.20714
7/23/2011,17:34,296.4,30.76,17.41,819.26,2.19366,0.19040
7/23/2011,17:35,236.68,30.78,17.01,819.29,2.44306,0.30914
7/23/2011,17:36,296.85,30.81,17.47,819.32,2.21693,0.18420
7/23/2011,17:37,261.69,30.83,18.99,819.32,2.24983,0.25250
7/23/2011,17:38,274.35,30.76,18.43,819.31,2.24518,0.22226
7/23/2011,17:39,287.34,30.7,16.87,819.33,2.24102,0.19308
7/23/2011,17:40,291.98,30.71,17.65,819.32,2.25623,0.18480
7/23/2011,17:41,301.74,30.69,18.08,819.33,2.25566,0.16882
7/23/2011,17:42,308.95,30.66,17.84,819.33,2.24689,0.15533
7/23/2011,17:43,310.5,30.66,18.12,819.33,2.25010,0.14898
7/23/2011,17:44,255.78,30.68,17.85,819.33,2.25216,0.23031
7/23/2011,17:45,180.77,30.72,17.68,819.33,2.39227,0.44527
7/23/2011,17:46,303.1,30.73,17.94,819.34,2.25973,0.14663
7/23/2011,17:47,301.52,30.73,18.33,819.39,2.27135,0.14334
7/23/2011,17:48,297.96,30.73,17.74,819.35,2.26877,0.14223
7/23/2011,17:49,293.92,30.72,17.76,819.4,2.27406,0.14160
7/23/2011,17:50,289.72,30.73,17.99,819.45,2.29209,0.14100
7/23/2011,17:51,286.05,30.71,17.52,819.44,2.29776,0.13967
7/23/2011,17:52,282.28,30.72,17.01,819.45,2.30221,0.13900
7/23/2011,17:53,278.4,30.76,16.79,819.45,2.30608,0.13824
7/23/2011,17:54,273.86,30.8,17.35,819.45,2.32868,0.13731
7/23/2011,17:55,268.82,30.83,17.11,819.45,2.33928,0.13654
7/23/2011,17:56,263.28,30.83,17.34,819.45,2.36433,0.13629
7/23/2011,17:57,256.75,30.83,16.85,819.48,2.37189,0.13704
7/23/2011,17:58,250,30.85,16.65,819.47,2.38805,0.13846
7/23/2011,17:59,244.42,30.86,16.68,819.47,2.40965,0.13877
7/23/2011,18:00,239.36,30.87,16.91,819.47,2.41557,0.13920
7/23/2011,18:01,235.59,30.87,17.22,819.47,2.43768,0.13746
7/23/2011,18:02,231.39,30.86,17.57,819.45,2.43850,0.13541
7/23/2011,18:03,225.68,30.86,17.95,819.45,2.44705,0.13557
7/23/2011,18:04,220.11,30.85,17.88,819.45,2.46373,0.13562
7/23/2011,18:05,202.57,30.83,17.32,819.45,2.48939,0.15853
7/23/2011,18:06,202.19,30.82,17.56,819.43,2.47878,0.15245
7/23/2011,18:07,207.58,30.81,17.59,819.45,2.50004,0.13427
7/23/2011,18:08,204.41,30.79,17.32,819.45,2.52302,0.13102
7/23/2011,18:09,199.55,30.79,17.45,819.44,2.54446,0.13119
7/23/2011,18:10,194.69,30.78,17.77,819.44,2.56020,0.13204
7/23/2011,18:11,190.43,30.74,18.01,819.45,2.57007,0.13132
7/23/2011,18:12,154.87,30.69,17.87,819.45,2.60891,0.19403
7/23/2011,18:13,157.57,30.66,18.3,819.45,2.60496,0.17433
7/23/2011,18:14,165.54,30.63,18.43,819.45,2.63923,0.14741
7/23/2011,18:15,143.29,30.58,19.29,819.45,2.66955,0.18509
7/23/2011,18:16,130.82,30.51,19.16,819.45,2.68707,0.20805
7/23/2011,18:17,136.85,30.47,19.03,819.45,2.72023,0.17742
7/23/2011,18:18,140.08,30.46,19.34,819.45,2.72012,0.15274
7/23/2011,18:19,146.32,30.43,19.43,819.45,2.75570,0.12957
7/23/2011,18:20,142.61,30.4,19.59,819.46,2.77968,0.12689
7/23/2011,18:21,139.01,30.38,19.47,819.47,2.80914,0.12503
7/23/2011,18:22,135.64,30.36,19.43,819.46,2.82893,0.12403
7/23/2011,18:23,132.32,30.36,19.34,819.47,2.86034,0.12360
7/23/2011,18:24,129.72,30.35,19.63,819.51,2.89313,0.12253
7/23/2011,18:25,127.34,30.34,19.34,819.47,2.92202,0.12158
7/23/2011,18:26,124.79,30.35,19.52,819.56,2.95619,0.12161
7/23/2011,18:27,122.12,30.34,19.76,819.55,2.99347,0.12180
7/23/2011,18:28,119.37,30.31,19.71,819.56,3.01545,0.12133
7/23/2011,18:29,116.71,30.28,19.97,819.57,3.04115,0.12027
7/23/2011,18:30,103.49,30.25,20.43,819.57,3.07426,0.14628
7/23/2011,18:31,69.869,30.21,20.18,819.57,3.12681,0.27450
7/23/2011,18:32,66.013,30.16,20.38,819.57,3.13599,0.28653
7/23/2011,18:33,72.897,30.12,19.57,819.52,3.20532,0.22829
7/23/2011,18:34,94.179,30.14,19.86,819.55,3.20433,0.13325
7/23/2011,18:35,94.316,30.13,20.23,819.56,3.24929,0.12141
7/23/2011,18:36,89.037,30.1,20.77,819.68,3.27464,0.12628
7/23/2011,18:37,69.345,30.04,22.11,819.75,3.31876,0.18277
7/23/2011,18:38,56.483,29.92,22.94,819.79,3.34178,0.23943
7/23/2011,18:39,36.829,29.77,23.66,819.81,-6999,0.61437
7/23/2011,18:40,39.787,29.6,24.05,819.8,3.94740,0.39539
7/23/2011,18:41,36.844,29.45,24.39,819.83,-6999,0.46573
7/23/2011,18:42,35.976,29.32,24.79,819.85,3.42539,0.46805
7/23/2011,18:43,42.639,29.17,25.14,819.85,3.70502,0.27538
7/23/2011,18:44,48.641,29.03,25.5,819.88,3.73040,0.20346
7/23/2011,18:45,58.217,28.92,25.82,819.89,3.76626,0.14106
7/23/2011,18:46,60.194,28.8,26,819.93,-6999,0.12729
7/23/2011,18:47,58.955,28.71,26.12,819.94,-6999,0.12542
7/23/2011,18:48,56.277,28.62,26.35,819.97,-6999,0.12939
7/23/2011,18:49,40.053,28.53,26.72,819.99,-6999,0.23104
7/23/2011,18:50,36.159,28.46,26.91,820.04,-6999,0.27439
7/23/2011,18:51,37.483,28.37,27.12,820.04,-6999,0.22419
7/23/2011,18:52,30.797,28.26,27.18,820.01,-6999,0.32223
7/23/2011,18:53,27.1,28.15,27.38,820.05,-6999,0.49485
7/23/2011,18:54,25.541,28.05,27.43,820.04,-6999,0.46893
7/23/2011,18:55,24.142,27.99,27.52,820.05,-6999,0.48192
7/23/2011,18:56,25.625,27.93,27.72,820.06,-6999,0.24752
7/23/2011,18:57,30.987,27.83,27.83,820.07,-6999,0.14464
7/23/2011,18:58,35.422,27.76,27.88,820.08,-6999,0.10343
7/23/2011,18:59,35.011,27.7,27.84,820.11,-6999,0.09606
7/23/2011,19:00,33.604,27.64,28.01,820.13,-6999,0.09442
7/23/2011,19:01,31.459,27.58,28.17,820.16,-6999,0.09603
7/23/2011,19:02,25.306,27.52,28.12,820.18,-6999,0.12743
7/23/2011,19:03,19.601,27.45,27.89,820.15,-6999,0.22913
7/23/2011,19:04,18.3,27.4,27.85,820.17,-6999,0.33184
7/23/2011,19:05,17.806,27.33,27.9,820.19,-6999,0.34250
7/23/2011,19:06,17.327,27.26,27.63,820.19,-6999,0.34907
7/23/2011,19:07,16.627,27.21,27.77,820.19,-6999,0.36191
7/23/2011,19:08,15.76,27.17,27.81,820.21,-6999,0.38458
7/23/2011,19:09,14.946,27.13,27.83,820.27,-6999,0.49809
7/23/2011,19:10,14.292,27.09,27.89,820.27,-6999,0.82841
7/23/2011,19:11,13.668,27.05,27.88,820.28,-6999,0.78965
7/23/2011,19:12,12.847,26.99,27.87,820.29,-6999,0.75200
7/23/2011,19:13,12.139,26.95,27.77,820.31,-6999,0.71552
7/23/2011,19:14,11.866,26.92,27.86,820.31,-6999,0.68027
7/23/2011,19:15,12.079,26.9,27.7,820.33,-6999,0.64633
7/23/2011,19:16,12.679,26.88,27.76,820.41,-6999,0.61377
7/23/2011,19:17,13.242,26.84,27.85,820.41,-6999,0.58265
7/23/2011,19:18,13.6,26.81,27.81,820.41,-6999,0.55304
7/23/2011,19:19,13.577,26.78,27.89,820.43,-6999,0.52500
7/23/2011,19:20,13.136,26.76,27.9,820.43,-6999,0.49857
7/23/2011,19:21,12.276,26.74,27.98,820.45,0,0
7/23/2011,19:22,11.128,26.72,28.18,820.49,0,0
7/23/2011,19:23,9.6825,26.69,28.19,820.5,0,0
7/23/2011,19:24,8.3591,26.66,28.28,820.53,0,0
7/23/2011,19:25,7.2638,26.64,28.3,820.48,0,0
7/23/2011,19:26,6.5336,26.63,28.2,820.53,0,0
7/23/2011,19:27,5.8187,26.63,28.41,820.55,0,0
7/23/2011,19:28,5.0885,26.6,28.47,820.54,0,0
7/23/2011,19:29,4.3583,26.58,28.45,820.55,0,0
7/23/2011,19:30,3.5749,26.57,28.37,820.52,0,0
7/23/2011,19:31,2.8067,26.57,28.37,820.53,0,0
7/23/2011,19:32,2.1525,26.57,28.45,820.54,0,0
7/23/2011,19:33,1.3691,26.56,28.49,820.56,0,0
7/23/2011,19:34,.54764,26.54,28.48,820.56,0,0
7/23/2011,19:35,-.15212,26.54,28.45,820.57,0,0
7/23/2011,19:36,-.47158,26.53,28.54,820.59,0,0
7/23/2011,19:37,-.60849,26.51,28.64,820.56,0,0
7/23/2011,19:38,-.89752,26.49,28.34,820.62,0,0
7/23/2011,19:39,-1.004,26.5,28.52,820.66,0,0
7/23/2011,19:40,-1.217,26.49,28.49,820.69,0,0
7/23/2011,19:41,-1.217,26.48,28.72,820.68,0,0
7/23/2011,19:42,-1.217,26.46,28.75,820.69,0,0
7/23/2011,19:43,-1.217,26.44,28.77,820.71,0,0
7/23/2011,19:44,-1.2322,26.43,28.7,820.74,0,0
7/23/2011,19:45,-1.3311,26.42,28.86,820.8,0,0
7/23/2011,19:46,-1.4223,26.4,28.98,820.8,0,0
7/23/2011,19:47,-1.5212,26.38,28.91,820.81,0,0
7/23/2011,19:48,-1.5212,26.36,28.98,820.8,0,0
7/23/2011,19:49,-1.5212,26.36,28.87,820.83,0,0
7/23/2011,19:50,-1.5212,26.35,29.01,820.88,0,0
7/23/2011,19:51,-1.5212,26.33,28.87,820.89,0,0
7/23/2011,19:52,-1.5212,26.33,28.89,820.92,0,0
7/23/2011,19:53,-1.5212,26.33,28.94,820.95,0,0
7/23/2011,19:54,-1.5212,26.32,29.06,820.97,0,0
7/23/2011,19:55,-1.5212,26.31,29.02,821.02,0,0
7/23/2011,19:56,-1.5212,26.3,28.97,821.03,0,0
7/23/2011,19:57,-1.5212,26.29,29.2,821.05,0,0
7/23/2011,19:58,-1.5212,26.28,29.28,821.05,0,0
7/23/2011,19:59,-1.5212,26.26,29.18,821.05,0,0
7/23/2011,20:00,-1.5212,26.25,29.1,821.05,0,0
7/23/2011,20:01,-1.5212,26.25,29.1,821.08,0,0
7/23/2011,20:02,-1.5212,26.25,29.18,821.07,0,0
7/23/2011,20:03,-1.5212,26.24,29.2,821.11,0,0
7/23/2011,20:04,-1.5212,26.24,29.26,821.16,0,0
7/23/2011,20:05,-1.5212,26.23,29.41,821.17,0,0
7/23/2011,20:06,-1.5212,26.21,29.48,821.17,0,0
7/23/2011,20:07,-1.5212,26.19,29.37,821.17,0,0
7/23/2011,20:08,-1.5212,26.18,29.35,821.21,0,0
7/23/2011,20:09,-1.5212,26.17,29.4,821.28,0,0
7/23/2011,20:10,-1.5212,26.16,29.41,821.3,0,0
7/23/2011,20:11,-1.5212,26.15,29.49,821.31,0,0
7/23/2011,20:12,-1.5212,26.13,29.58,821.37,0,0
7/23/2011,20:13,-1.5212,26.1,29.79,821.41,0,0
7/23/2011,20:14,-1.5212,26.07,29.98,821.41,0,0
7/23/2011,20:15,-1.5212,26.05,30.17,821.43,0,0
7/23/2011,20:16,-1.5212,26.02,30.32,821.53,0,0
7/23/2011,20:17,-1.5212,26,30.48,821.54,0,0
7/23/2011,20:18,-1.4984,25.97,30.8,821.59,0,0
7/23/2011,20:19,-1.3539,25.92,31.08,821.64,0,0
7/23/2011,20:20,-1.2246,25.88,31.28,821.66,0,0
7/23/2011,20:21,-1.217,25.84,31.51,821.66,0,0
7/23/2011,20:22,-1.217,25.79,31.67,821.66,0,0
7/23/2011,20:23,-1.217,25.74,31.76,821.66,0,0
7/23/2011,20:24,-1.217,25.69,32,821.72,0,0
7/23/2011,20:25,-1.217,25.65,32.13,821.74,0,0
7/23/2011,20:26,-1.217,25.61,32.19,821.77,0,0
7/23/2011,20:27,-1.217,25.58,32.23,821.78,0,0
7/23/2011,20:28,-1.217,25.55,32.28,821.78,0,0
7/23/2011,20:29,-1.217,25.52,32.39,821.78,0,0
7/23/2011,20:30,-1.217,25.49,32.35,821.78,0,0
7/23/2011,20:31,-1.2322,25.46,32.51,821.79,0,0
7/23/2011,20:32,-1.255,25.43,32.64,821.82,0,0
7/23/2011,20:33,-1.2474,25.4,32.74,821.85,0,0
7/23/2011,20:34,-1.2398,25.38,32.81,821.89,0,0
7/23/2011,20:35,-1.2246,25.34,32.96,821.91,0,0
7/23/2011,20:36,-1.217,25.3,33.05,821.92,0,0
7/23/2011,20:37,-1.217,25.24,33.28,821.91,0,0
7/23/2011,20:38,-1.217,25.19,33.38,821.95,0,0
7/23/2011,20:39,-1.217,25.13,33.66,822.01,0,0
7/23/2011,20:40,-1.217,25.07,33.74,822.01,0,0
7/23/2011,20:41,-1.217,25.02,33.91,822.02,0,0
7/23/2011,20:42,-1.217,24.97,34,822.03,0,0
7/23/2011,20:43,-1.217,24.93,34.19,822.07,0,0
7/23/2011,20:44,-1.217,24.88,34.25,822.08,0,0
7/23/2011,20:45,-1.217,24.84,34.33,822.13,0,0
7/23/2011,20:46,-1.217,24.81,34.37,822.14,0,0
7/23/2011,20:47,-1.217,24.78,34.38,822.14,0,0
7/23/2011,20:48,-1.217,24.75,34.26,822.14,0,0
7/23/2011,20:49,-1.217,24.74,34.34,822.16,0,0
7/23/2011,20:50,-1.217,24.72,34.52,822.15,0,0
7/23/2011,20:51,-1.217,24.7,34.63,822.19,0,0
7/23/2011,20:52,-1.217,24.68,34.76,822.2,0,0
7/23/2011,20:53,-1.217,24.65,34.78,822.27,0,0
7/23/2011,20:54,-1.217,24.63,34.96,822.27,0,0
7/23/2011,20:55,-1.217,24.6,34.86,822.26,0,0
7/23/2011,20:56,-1.2246,24.58,34.38,822.27,0,0
7/23/2011,20:57,-1.2702,24.57,34.65,822.27,0,0
7/23/2011,20:58,-1.4452,24.56,34.48,822.28,0,0
7/23/2011,20:59,-1.4984,24.54,34.5,822.27,0,0
7/23/2011,21:00,-1.5212,24.53,34.35,822.27,0,0
7/23/2011,21:01,-1.5136,24.52,34.13,822.27,0,0
7/23/2011,21:02,-1.5212,24.51,34.27,822.28,0,0
7/23/2011,21:03,-1.5212,24.49,34.4,822.28,0,0
7/23/2011,21:04,-1.5212,24.47,34.43,822.28,0,0
7/23/2011,21:05,-1.5212,24.46,34.55,822.29,0,0
7/23/2011,21:06,-1.5212,24.43,34.65,822.31,0,0
7/23/2011,21:07,-1.5212,24.4,34.73,822.37,0,0
7/23/2011,21:08,-1.5212,24.38,34.89,822.39,0,0
7/23/2011,21:09,-1.5212,24.35,34.91,822.4,0,0
7/23/2011,21:10,-1.5212,24.33,34.99,822.4,0,0
7/23/2011,21:11,-1.5212,24.3,35.1,822.4,0,0
7/23/2011,21:12,-1.5212,24.27,35.1,822.4,0,0
7/23/2011,21:13,-1.5212,24.25,35.13,822.4,0,0
7/23/2011,21:14,-1.5212,24.22,35.22,822.4,0,0
7/23/2011,21:15,-1.5212,24.2,35.18,822.4,0,0
7/23/2011,21:16,-1.5212,24.18,35.26,822.4,0,0
7/23/2011,21:17,-1.5212,24.15,35.5,822.4,0,0
7/23/2011,21:18,-1.5212,24.11,35.66,822.4,0,0
7/23/2011,21:19,-1.4604,24.05,35.96,822.4,0,0
7/23/2011,21:20,-1.3311,23.99,36.2,822.39,0,0
7/23/2011,21:21,-1.3158,23.94,36.21,822.4,0,0
7/23/2011,21:22,-1.3006,23.91,36.52,822.4,0,0
7/23/2011,21:23,-1.2474,23.86,36.67,822.4,0,0
7/23/2011,21:24,-1.3235,23.82,36.72,822.4,0,0
7/23/2011,21:25,-1.3311,23.78,36.95,822.4,0,0
7/23/2011,21:26,-1.255,23.74,36.92,822.4,0,0
7/23/2011,21:27,-1.255,23.7,37.2,822.4,0,0
7/23/2011,21:28,-1.2322,23.65,36.93,822.4,0,0
7/23/2011,21:29,-1.4756,23.64,36.74,822.39,0,0
7/23/2011,21:30,-1.5212,23.64,36.73,822.37,0,0
7/23/2011,21:31,-1.5212,23.64,36.7,822.32,0,0
7/23/2011,21:32,-1.5212,23.64,36.59,822.28,0,0
7/23/2011,21:33,-1.5212,23.64,36.62,822.28,0,0
7/23/2011,21:34,-1.5212,23.64,36.45,822.28,0,0
7/23/2011,21:35,-1.5212,23.65,36.85,822.28,0,0
7/23/2011,21:36,-1.5212,23.62,37.03,822.27,0,0
7/23/2011,21:37,-1.5212,23.61,37.32,822.28,0,0
7/23/2011,21:38,-1.5212,23.58,37.41,822.28,0,0
7/23/2011,21:39,-1.5212,23.55,37.81,822.28,0,0
7/23/2011,21:40,-1.5212,23.51,37.91,822.27,0,0
7/23/2011,21:41,-1.5212,23.48,38.12,822.27,0,0
7/23/2011,21:42,-1.5212,23.45,38.2,822.27,0,0
7/23/2011,21:43,-1.5212,23.41,38.29,822.27,0,0
7/23/2011,21:44,-1.5212,23.38,38.59,822.27,0,0
7/23/2011,21:45,-1.5212,23.33,38.85,822.27,0,0
7/23/2011,21:46,-1.4908,23.29,38.88,822.27,0,0
7/23/2011,21:47,-1.5136,23.25,39.1,822.27,0,0
7/23/2011,21:48,-1.4832,23.21,39.23,822.27,0,0
7/23/2011,21:49,-1.5136,23.18,39.31,822.27,0,0
7/23/2011,21:50,-1.5212,23.14,39.43,822.27,0,0
7/23/2011,21:51,-1.5136,23.11,39.66,822.27,0,0
7/23/2011,21:52,-1.4756,23.07,39.79,822.28,0,0
7/23/2011,21:53,-1.4223,23.03,39.87,822.27,0,0
7/23/2011,21:54,-1.3463,22.99,39.73,822.27,0,0
7/23/2011,21:55,-1.4604,22.97,39.6,822.27,0,0
7/23/2011,21:56,-1.4832,22.95,39.63,822.27,0,0
7/23/2011,21:57,-1.506,22.93,39.56,822.28,0,0
7/23/2011,21:58,-1.5212,22.92,39.69,822.28,0,0
7/23/2011,21:59,-1.5212,22.91,39.77,822.29,0,0
7/23/2011,22:00,-1.5212,22.89,39.86,822.29,0,0
7/23/2011,22:01,-1.5212,22.87,40.02,822.31,0,0
7/23/2011,22:02,-1.5212,22.85,40.16,822.36,0,0
7/23/2011,22:03,-1.5212,22.84,40.15,822.37,0,0
7/23/2011,22:04,-1.5212,22.81,40.24,822.39,0,0
7/23/2011,22:05,-1.5212,22.79,40.25,822.39,0,0
7/23/2011,22:06,-1.5212,22.79,40.33,822.4,0,0
7/23/2011,22:07,-1.5288,22.79,40.26,822.4,0,0
7/23/2011,22:08,-1.6581,22.8,40.05,822.4,0,0
7/23/2011,22:09,-1.7874,22.81,40,822.41,0,0
7/23/2011,22:10,-1.8254,22.83,39.94,822.43,0,0
7/23/2011,22:11,-1.8102,22.83,39.81,822.43,0,0
7/23/2011,22:12,-1.5592,22.82,39.82,822.47,0,0
7/23/2011,22:13,-1.5668,22.81,39.91,822.48,0,0
7/23/2011,22:14,-1.5212,22.81,39.91,822.45,0,0
7/23/2011,22:15,-1.5212,22.81,39.93,822.46,0,0
7/23/2011,22:16,-1.5212,22.81,40.02,822.49,0,0
7/23/2011,22:17,-1.5212,22.79,40.08,822.51,0,0
7/23/2011,22:18,-1.5212,22.78,40.12,822.51,0,0
7/23/2011,22:19,-1.5212,22.76,40.18,822.51,0,0
7/23/2011,22:20,-1.5212,22.74,40.41,822.52,0,0
7/23/2011,22:21,-1.5212,22.71,40.62,822.52,0,0
7/23/2011,22:22,-1.5212,22.69,40.74,822.52,0,0
7/23/2011,22:23,-1.5212,22.67,40.87,822.53,0,0
7/23/2011,22:24,-1.5212,22.65,40.98,822.59,0,0
7/23/2011,22:25,-1.5212,22.62,41.09,822.63,0,0
7/23/2011,22:26,-1.5212,22.6,41.14,822.64,0,0
7/23/2011,22:27,-1.5212,22.56,41.16,822.64,0,0
7/23/2011,22:28,-1.5212,22.54,41.31,822.65,0,0
7/23/2011,22:29,-1.5212,22.51,41.37,822.67,0,0
7/23/2011,22:30,-1.5212,22.49,41.36,822.69,0,0
7/23/2011,22:31,-1.5212,22.47,41.43,822.75,0,0
7/23/2011,22:32,-1.5212,22.46,41.32,822.77,0,0
7/23/2011,22:33,-1.6962,22.45,40.44,822.77,0,0
7/23/2011,22:34,-1.8254,22.46,40.34,822.77,0,0
7/23/2011,22:35,-1.7038,22.47,41.62,822.79,0,0
7/23/2011,22:36,-1.5745,22.47,40.92,822.83,0,0
7/23/2011,22:37,-1.7722,22.53,40.82,822.8,0,0
7/23/2011,22:38,-1.8178,22.59,40.57,822.81,0,0
7/23/2011,22:39,-1.7494,22.6,41.43,822.84,0,0
7/23/2011,22:40,-1.544,22.57,41.4,822.88,0,0
7/23/2011,22:41,-1.5212,22.54,41.19,822.88,0,0
7/23/2011,22:42,-1.5212,22.52,41.39,822.86,0,0
7/23/2011,22:43,-1.5212,22.49,41.59,822.84,0,0
7/23/2011,22:44,-1.5212,22.45,41.78,822.86,0,0
7/23/2011,22:45,-1.5212,22.39,41.6,822.85,0,0
7/23/2011,22:46,-1.5212,22.37,41.3,822.85,0,0
7/23/2011,22:47,-1.5212,22.37,40.96,822.86,0,0
7/23/2011,22:48,-1.5212,22.37,41.44,822.83,0,0
